Category,Organization / Business Name,Type,Contact Person,Email,Phone,Website,Service Area,Capabilities / Keywords,Verification Tier,Notes,Source(s),Seed Source
Nonprofit & Advocacy,Ohio Veteran's Alliance for Medical Cannabis (OVAMC),Nonprofit,Darrell Leffingwell — Founder & CEO,,,https://www.facebook.com/OVAC.4.Change/,Ohio statewide,Nonprofit / Advocacy; Veteran Services / Advocacy; Patient Advocacy; Policy Advocacy,Source-verified,"DISPOSITION — CONFIRMED as a current Ohio veteran cannabis-advocacy organization. The official Facebook page remains the best direct organization route; no public organization email or phone was found as of 2026-08-23, so this is a social-message-only terminal exception and no inferred personal contact is promoted. Legal/tax status is UNRESOLVABLE and public pages conflict, variously describing 501(c)(3) status as established or pending. Do not represent donations as tax-deductible or publish an EIN without an IRS determination letter or reliable IRS match.",https://www.facebook.com/OVAC.4.Change/ | https://www.instagram.com/ohio.vamc/ | https://www.farmanddairy.com/news/ohio-veterans-alliance-for-medical-cannabis-helps-veterans-heal-chronic-pain/894577.html | https://search-prod.lis.state.oh.us/api/v2/general_assembly_136/committees/cmte_s_gen_govt_1/meetings/cmte_s_gen_govt_1_2025-02-18-0200_114/testimony/1145/sb56_opponent_leffingwell.pdf,"Research pass — 2026-08-15; source pages retrieved and reviewed — Needs Research: confirm direct website, contact information and legal/tax status; Batch 11 audit — 2026-08-15; source pages retrieved and reviewed | Nonprofit issue-resolution pass, 2026-08-22; source pages retrieved and reviewed | Nonprofit & Advocacy outreach-enrichment pass, 2026-08-23; social-only terminal disposition"
Technology,Ohio420.ai,Business,,support@ohio420.ai,,https://www.ohio420.ai/,Ohio statewide,Technology; Regulatory Compliance; AI / Workflow Tools,Source-verified,"Ohio-specific compliance-support technology offering cited answers, review gates, checklists and human approval workflows for operators. Current 2026 privacy/terms pages confirm an active service and public support route. Informational support only; not legal advice or an authoritative statement of DCC rules.",https://www.ohio420.ai/ | https://www.ohio420.ai/resources | https://www.ohio420.ai/how-sources-work | https://www.ohio420.ai/privacy,"Technology audit, 2026-08-22; source pages retrieved and reviewed"
Marketing & Media,OhioCannabis.com,Business,JohnnyCannabis — Founder & CEO,community@ohiocannabis.com,,https://ohiocannabis.com/contact/,Ohio statewide; Cleveland-based,Marketing / Media; Media / Publication; Events / Networking; Community,Source-verified,"Current Ohio cannabis news, media, lifestyle and community platform with events, farmers markets and the Farmers Cup. The public-facing leader uses the JohnnyCannabis alias. OUTREACH ROUTE (2026-08-23): the current site maintains a contact form, and its official March 14, 2026 event page publishes community@ohiocannabis.com for organizational inquiries. The farmers-market series has ended, but the media/community platform remains active.",https://ohiocannabis.com/ | https://ohiocannabis.com/contact/ | https://ohiocannabis.com/johnnycannabis/ | https://ohiocannabis.com/events/ohiocannabis-com-final-farmers-market-cleveland-3-14-26/,"Marketing & Media audit, 2026-08-22; source pages retrieved and reviewed | Marketing & Media outreach-enrichment pass, 2026-08-23; source pages retrieved and reviewed"
Out of scope — flagged for removal or separate list,OhioCannabis.com Festival & Farmers Cup,Business,JohnnyCannabis (John) — Founder / Organizer,,,https://ohiocannabis.com/ohio-cannabis-festival/,Frazeysburg / Cleveland / statewide Ohio,Events / Expos,Source-verified,"Historical event-series record. The listed Ohio Cannabis Festival & Farmers Cup edition was held May 17, 2025, and OhioCannabis.com explicitly described its March 14, 2026 Cleveland Farmers Market as the FINAL Farmers Market. No new festival, cup or market edition was announced as of 2026-08-22. The OhioCannabis.com media/community brand may remain active, but this ended event-series record is moved out of the current Events & Expos directory.",https://ohiocannabis.com/ohio-cannabis-festival/ | https://ohiocannabis.com/events/ohiocannabis-com-final-farmers-market-cleveland-3-14-26/ | https://ohiocannabis.com/,Events & Expos research pass — 2026-08-22; source pages retrieved and reviewed | Events currency QA — 2026-08-22; source pages retrieved and reviewed
Security & Cash Logistics,OHZ Security,Business,Jason Trexler — Chief Sales Officer & Solutions Engineer,info@ohzsecurity.com,212-671-3355,https://ohzsecurity.com/industries/industrial-critical-infrastructure/cannabis-facilities/,United States; national remote-guarding platform,Security / Cash Logistics,Source-verified,"Current first-party evidence confirms a cannabis-specific remote-guarding service available nationally. An Ohio office or named Ohio deployment is not required to establish remote-service availability; confirm any on-site hardware or installer obligations before engagement. Do not infer Ohio presence from the OHZ name, and do not treat vendor compliance language as current Ohio DCC legal authority.",https://ohzsecurity.com/industries/industrial-critical-infrastructure/cannabis-facilities/ | https://ohzsecurity.com/terms-and-conditions/,"Research pass — 2026-08-14; QA'd 2026-08-14 | Batch 5 audit, 2026-08-15 | Pass 1 research (round 7, from v50 queue), 2026-08-16; source pages retrieved and reviewed | Security & Cash Logistics pass, 2026-08-22; source pages retrieved and reviewed"
Real Estate / Build-Out,Oliver Architecture,Business,Katy McNamee — Business Development,oa@oliverarchitect.com,216-245-2661,https://oliverarchitect.com/about,Statewide / Multi-Market,Real Estate / Build-Out; Architecture / Engineering,Source-verified,,https://oliverarchitect.com/contact | https://oliverarchitect.com/work-cannabis-industry | https://www.cannabismarketspotlight.com/ohiovalley,"IgniteIt Network | Organizations | Batch 1 audit, 2026-08-15; source pages retrieved and reviewed"
Out of scope — flagged for removal or separate list,OMI Industries (Ecosorb),Business,Tim Coffey — President & CEO,,800-662-6367,https://ecosorbindustrial.com/industries/cannabis-cultivation/,United States; no verified current Ohio cannabis deployment,Odor Mitigation; Ventilation / Air Filtration; Regulatory Compliance,Source-verified,"Moved to the retained separate-list/out-of-scope bucket after Ohio-referral review. OMI's Ecosorb cannabis odor-control products, custom-system design/installation support and national inquiry phone remain current. Its cannabis case studies are anonymized and current first-party material does not identify an Ohio operator, facility or Ohio-specific deployment. Preserve as a national reference; do not present as Ohio-referral-safe without current Ohio evidence.",https://ecosorbindustrial.com/industries/cannabis-cultivation/ | https://ecosorbindustrial.com/industries/cannabis-cultivation/cannabis-greenhouse-odor-control/,"Facility & EHS gap research — 2026-08-16; source pages retrieved and reviewed | Pass 1 research (round 12, final), 2026-08-16; source pages retrieved and reviewed | Technology audit, 2026-08-22; source pages retrieved and reviewed | v67-TECH2 Technology disposition pass, 2026-08-23; first-party cannabis product and case-study pages retrieved and reviewed"
Legal & Licensing,Omnus Law,Business,Denise Pollicella — cannabis practice lead,denisepollicella@omnuslaw.com,,https://omnuslaw.com/attorneys/,Statewide / Multi-Market,Legal; Licensing,Source-verified,Own site (omnuslaw.com/attorneys/) directly confirms this is a law firm.,https://cannacon.org/seminar-location/midwest-lansing-2025/,"Organizations | Speakers | Batch 3 audit, 2026-08-14; source pages retrieved and reviewed"
Out of scope — flagged for removal or separate list,"One Bond Laboratories, Inc.",Business,Jared Henthorn — Chief Operating Officer,,866-573-2594,,Statewide / Columbus (historical),Reference / Out of Scope; Historical / Former Licensee,Source-verified,"HISTORICAL RECORD — MOVED OUT OF SCOPE, decision resolved 2026-08-15. Former Ohio testing laboratory: held licence CCL000013-00 and was operating in 2024, but is absent from the current Ohio DCC testing-laboratory roster. This had been a standing open decision in Start Here; it is now resolved by moving the row out of the publishable set rather than deleting it, which preserves the licence-number provenance and prevents a future research pass from re-adding it as a current lab. Effect on counts: Testing Labs drops from 7 to 6, which now matches exactly the six current DCC-licensed dual-use laboratories named in the closed Testing Labs note on the Categories & Research Standards tab. Publishable entities drop by one.",https://www.mjbizdaily.com/news/ohio-gives-initial-approval-for-first-adult-use-cannabis-licenses/392028/ | https://www.ohiosenate.gov/legislation/135/sb9/committee | https://elicense.com.ohio.gov/s/licensesearch | https://com.ohio.gov/divisions-and-programs/cannabis-control/about-dcc/licenses/testing-labs,"Research pass — 2026-08-14; QA'd 2026-08-14; checked against Ohio DCC roster and found absent — 2026-08-15 | scope decision resolved Batch 9 audit, 2026-08-15"
Nonprofit & Advocacy,OneOhio Recovery Foundation,Nonprofit,Alisha Nelson — Executive Director,info@oneohiofoundation.com,,https://www.oneohiofoundation.com/contact-us,Ohio statewide,Nonprofit / Advocacy; Grantmaking; Public Health; Cannabis Education; Substance Use Prevention,Source-verified,"Ohio charitable foundation administering opioid-settlement resources and, in 2026, partnering with the Ohio Department of Commerce on a $20 million statewide cannabis public-education initiative. The campaign includes work directed toward young people, pregnant women and employers. Included as current cannabis-adjacent public-health and funding infrastructure. The first-party contact page publishes a general organizational inbox.",https://www.oneohiofoundation.com/news | https://www.oneohiofoundation.com/nelson | https://www.oneohiofoundation.com/contact-us | https://truthinitiative.org/press/press-release/truth-initiative-brings-national-award-winning-behavior-change-expertise-ohio,"Research pass — 2026-08-22; source pages retrieved and reviewed | Nonprofit & Advocacy outreach-enrichment pass, 2026-08-23; source pages retrieved and reviewed"
Real Estate / Build-Out,OPC Pest Services,Business,Barry Bacorn — Region Service Manager,,(502) 690-4625,https://www.opcpest.com/,Cincinnati / Southwest Ohio,Real Estate / Build-Out; Sanitation / Disinfection; Pest Management / IPM,Source-verified,"Cannabis-facility pest-exclusion and integrated pest-management provider serving dispensaries and cultivation facilities. Services include prevention, secure digital logbooks, facility documentation, disinfectant treatment, floor-drain maintenance, flexible scheduling, and employee education. Ohio service areas include Cincinnati, Blue Ash, Delhi, Fairfield, Loveland, and Milford. Chosen deliberately: responsible for training, service quality, safety and regulatory compliance — more useful for a cannabis-facility/IPM contact than a historical founder.",https://www.opcpest.com/industries/cannabis/ | https://www.opcpest.com/service-areas/ohio/,"Research pass — 2026-08-14; source pages retrieved and reviewed; Batch 11 audit — 2026-08-15; source pages retrieved and reviewed | Pass 1 research (round 11, from v54 queue), 2026-08-16; source pages retrieved and reviewed"
Staffing & HR,OROleafhr,Business,Jim Valenzuela — Founder & CEO,,480-690-5655 | 833-676-5323,https://oroleafhr.com/,United States; Arizona-based; Ohio client not publicly identified,Staffing / HR; Human Resources; Payroll,Source-verified,"Current cannabis-focused HR and payroll consultancy providing HR management, benefits, payroll and tax, retirement, safety, workers' compensation and risk-management services tailored to state regulatory environments. Jim Valenzuela and the direct company routes remain current; no Ohio client or engagement is asserted.",https://oroleafhr.com/ | https://oroleafhr.com/about-us/ | https://oroleafhr.com/gold-standard-service/,"Research pass — 2026-08-14; QA'd 2026-08-14 | Batch 7 audit, 2026-08-15 | Staffing & HR issue-resolution pass — 2026-08-22; current first-party company, about and service pages retrieved and reviewed"
